instrument_token,exchange_token,tradingsymbol,tick_size,lot_size,instrument_type,segment,exchange
5287169,20653,655AS30-SG,0.01,100,EQ,NSE,NSE
5746433,22447,655AS30A-SG,0.01,100,EQ,NSE,NSE
274945,1074,655GA30-SG,0.01,100,EQ,NSE,NSE
372225,1454,655GA30A-SG,0.01,100,EQ,NSE,NSE
5606657,21901,655KL30-SG,0.01,100,EQ,NSE,NSE
154881,605,655MH28-SG,0.01,100,EQ,NSE,NSE
5652225,22079,655RJ30-SG,0.01,100,EQ,NSE,NSE
5637889,22023,655RJ50-SG,0.01,100,EQ,NSE,NSE
5640449,22033,655RJ55-SG,0.01,100,EQ,NSE,NSE
194521857,759851,655TN29-SG,0.01,100,EQ,NSE,NSE
5661185,22114,655TN30-SG,0.01,100,EQ,NSE,NSE
219649,858,655TR30-SG,0.01,100,EQ,NSE,NSE
5677569,22178,655WB30-SG,0.01,100,EQ,NSE,NSE
5290497,20666,656AP31-SG,0.01,100,EQ,NSE,NSE
193025,754,656AS30-SG,0.01,100,EQ,NSE,NSE
3585,14,656KA30-SG,0.01,100,EQ,NSE,NSE
198657,776,656MH30-SG,0.01,100,EQ,NSE,NSE
256001,1000,656MH32-SG,0.01,100,EQ,NSE,NSE
5611777,21921,656MN30-SG,0.01,100,EQ,NSE,NSE
194555905,759984,656RJ29-SG,0.01,100,EQ,NSE,NSE
390401,1525,656UP30-SG,0.01,100,EQ,NSE,NSE
5436161,21235,657AP30-SG,0.01,100,EQ,NSE,NSE
316673,1237,657GA30-SG,0.01,100,EQ,NSE,NSE
5191425,20279,657GJ29-SG,0.01,100,EQ,NSE,NSE
515585,2014,657GJ31-SG,0.01,100,EQ,NSE,NSE
1841665,7194,657GS2033-GS,0.01,1,EQ,NSE,NSE
195911937,765281,657GS2033A-GS,0.01,1,EQ,NSE,NSE
420865,1644,657HP30-SG,0.01,100,EQ,NSE,NSE
421633,1647,657HP30A-SG,0.01,100,EQ,NSE,NSE
5615617,21936,657MH31-SG,0.01,100,EQ,NSE,NSE
5625601,21975,657MP30-SG,0.01,100,EQ,NSE,NSE
5635585,22014,657MZ35-SG,0.01,100,EQ,NSE,NSE
5646337,22056,657RJ30-SG,0.01,100,EQ,NSE,NSE
483841,1890,657TN31-SG,0.01,100,EQ,NSE,NSE
5191681,20280,658AP30-SG,0.01,100,EQ,NSE,NSE
5273089,20598,658GA30-SG,0.01,100,EQ,NSE,NSE
421377,1646,658GA30A-SG,0.01,100,EQ,NSE,NSE
468481,1830,658GA31-SG,0.01,100,EQ,NSE,NSE
783617,3061,658GJ27-SG,0.01,100,EQ,NSE,NSE
194090753,758167,658IRFC30-N0,0.01,1,EQ,NSE,NSE
5677825,22179,658JK30-SG,0.01,100,EQ,NSE,NSE
5193729,20288,658KA30-SG,0.01,100,EQ,NSE,NSE
5618689,21948,658MP35-SG,0.01,100,EQ,NSE,NSE
5644801,22050,658RJ30-SG,0.01,100,EQ,NSE,NSE
194382081,759305,658TN29-SG,0.01,100,EQ,NSE,NSE
317185,1239,658UP30-SG,0.01,100,EQ,NSE,NSE
1528577,5971,659CG28-SG,0.01,100,EQ,NSE,NSE
275713,1077,659HR30-SG,0.01,100,EQ,NSE,NSE
193907457,757451,659PFCL30-N0,0.01,1,EQ,NSE,NSE
5650689,22073,659RJ30-SG,0.01,100,EQ,NSE,NSE
317697,1241,659RJ30A-SG,0.01,100,EQ,NSE,NSE
470017,1836,659RJ31-SG,0.01,100,EQ,NSE,NSE
255233,997,659UP30-SG,0.01,100,EQ,NSE,NSE
5287425,20654,65AP30-SG,0.01,100,EQ,NSE,NSE
5707521,22295,65AP38-SG,0.01,100,EQ,NSE,NSE
5698817,22261,65GA30-SG,0.01,100,EQ,NSE,NSE
5726465,22369,65GA30A-SG,0.01,100,EQ,NSE,NSE
275201,1075,65GJ30-SG,0.01,100,EQ,NSE,NSE
315649,1233,65GJ30A-SG,0.01,100,EQ,NSE,NSE
5726209,22368,65KA30-SG,0.01,100,EQ,NSE,NSE
314113,1227,65KA30A-SG,0.01,100,EQ,NSE,NSE
5608705,21909,65KL27-SG,0.01,100,EQ,NSE,NSE
253697,991,65NL30-SG,0.01,100,EQ,NSE,NSE
5727233,22372,65RJ30-SG,0.01,100,EQ,NSE,NSE
5707009,22293,65RJ50-SG,0.01,100,EQ,NSE,NSE
5727745,22374,65TN30-SG,0.01,100,EQ,NSE,NSE
5652737,22081,65UP30-SG,0.01,100,EQ,NSE,NSE
5676545,22174,65WB30-SG,0.01,100,EQ,NSE,NSE
5716993,22332,660AP39-SG,0.01,100,EQ,NSE,NSE
5717249,22333,660AP40-SG,0.01,100,EQ,NSE,NSE
193939713,757577,660RECL27-N0,0.01,1,EQ,NSE,NSE
193797121,757020,660TN35-SG,0.01,100,EQ,NSE,NSE
5681921,22195,660TS30-SG,0.01,100,EQ,NSE,NSE
193894145,757399,661AP34-SG,0.01,100,EQ,NSE,NSE
193754881,756855,661GJ32-SG,0.01,100,EQ,NSE,NSE
151809,593,661KA30-SG,0.01,100,EQ,NSE,NSE
497665,1944,661KA33-SG,0.01,100,EQ,NSE,NSE
5748225,22454,661KA35-SG,0.01,100,EQ,NSE,NSE
5718529,22338,661MP35-SG,0.01,100,EQ,NSE,NSE
499969,1953,661MP37-SG,0.01,100,EQ,NSE,NSE
193732353,756767,661PFCL28-N0,0.01,1,EQ,NSE,NSE
277249,1083,661RJ30-SG,0.01,100,EQ,NSE,NSE
485377,1896,661RJ31-SG,0.01,100,EQ,NSE,NSE
516097,2016,661RJ31A-SG,0.01,100,EQ,NSE,NSE
516353,2017,661TS51-SG,0.01,100,EQ,NSE,NSE
484097,1891,661UP31-SG,0.01,100,EQ,NSE,NSE
498433,1947,661WB36-SG,0.01,100,EQ,NSE,NSE
364801,1425,662AS30-SG,0.01,100,EQ,NSE,NSE
1616641,6315,662CG28-SG,0.01,100,EQ,NSE,NSE
496385,1939,662GA31-SG,0.01,100,EQ,NSE,NSE
1841409,7193,662GS2051-GS,0.01,1,EQ,NSE,NSE
516865,2019,662HR41-SG,0.01,100,EQ,NSE,NSE
194817,761,662JH30-SG,0.01,100,EQ,NSE,NSE
5678081,22180,662JK30-SG,0.01,100,EQ,NSE,NSE
200193,782,662KA32-SG,0.01,100,EQ,NSE,NSE
443649,1733,662KA32A-SG,0.01,100,EQ,NSE,NSE
365569,1428,662NL30-SG,0.01,100,EQ,NSE,NSE
1765121,6895,662PY28-SG,0.01,100,EQ,NSE,NSE
350465,1369,662RJ30-SG,0.01,100,EQ,NSE,NSE
517121,2020,662RJ41-SG,0.01,100,EQ,NSE,NSE
501505,1959,662TS41-SG,0.01,100,EQ,NSE,NSE
157953,617,662UK30-SG,0.01,100,EQ,NSE,NSE
433921,1695,662UP30-SG,0.01,100,EQ,NSE,NSE
496129,1938,662UP31-SG,0.01,100,EQ,NSE,NSE
5719297,22341,662WB35-SG,0.01,100,EQ,NSE,NSE
487681,1905,663AP37-SG,0.01,100,EQ,NSE,NSE
193743105,756809,663AS35-SG,0.01,100,EQ,NSE,NSE
193894401,757400,663GA35-SG,0.01,100,EQ,NSE,NSE
16641,65,663GJ29-SG,0.01,100,EQ,NSE,NSE
517377,2021,663HP31-SG,0.01,100,EQ,NSE,NSE
517889,2023,663HP33-SG,0.01,100,EQ,NSE,NSE
1617153,6317,663HR28-SG,0.01,100,EQ,NSE,NSE
5736961,22410,663KA30-SG,0.01,100,EQ,NSE,NSE
422657,1651,663KA34-SG,0.01,100,EQ,NSE,NSE
5608961,21910,663KL30-SG,0.01,100,EQ,NSE,NSE
152577,596,663MH30-SG,0.01,100,EQ,NSE,NSE
496641,1940,663ML31-SG,0.01,100,EQ,NSE,NSE
469249,1833,663MN31-SG,0.01,100,EQ,NSE,NSE
488961,1910,663PN51-SG,0.01,100,EQ,NSE,NSE
422913,1652,663TN35-SG,0.01,100,EQ,NSE,NSE
5658113,22102,663TN55-SG,0.01,100,EQ,NSE,NSE
157185,614,663UP30-SG,0.01,100,EQ,NSE,NSE
517633,2022,663WB31-SG,0.01,100,EQ,NSE,NSE
486913,1902,663WB41-SG,0.01,100,EQ,NSE,NSE
477697,1866,664AP39-SG,0.01,100,EQ,NSE,NSE
318977,1246,664AS30-SG,0.01,100,EQ,NSE,NSE
193743617,756811,664GJ36-SG,0.01,100,EQ,NSE,NSE
7015681,27405,664GS2027-GS,0.01,1,EQ,NSE,NSE
820225,3204,664GS2035-GS,0.01,1,EQ,NSE,NSE
193800705,757034,664HR36-SG,0.01,100,EQ,NSE,NSE
476929,1863,664JK36-SG,0.01,100,EQ,NSE,NSE
5726721,22370,664KA32-SG,0.01,100,EQ,NSE,NSE
193889793,757382,664ML35-SG,0.01,100,EQ,NSE,NSE
5624577,21971,664MP30-SG,0.01,100,EQ,NSE,NSE
486145,1899,664MZ32-SG,0.01,100,EQ,NSE,NSE
193731841,756765,664PFCL30-N0,0.01,1,EQ,NSE,NSE
442881,1730,664PY32-SG,0.01,100,EQ,NSE,NSE
5737473,22412,664RJ30-SG,0.01,100,EQ,NSE,NSE
193890049,757383,664RJ35-SG,0.01,100,EQ,NSE,NSE
483329,1888,664SK31-SG,0.01,100,EQ,NSE,NSE
194897409,761318,664TN29-SG,0.01,100,EQ,NSE,NSE
5678849,22183,664TS50-SG,0.01,100,EQ,NSE,NSE
479233,1872,664TS51-SG,0.01,100,EQ,NSE,NSE
5377,21,664UP30-SG,0.01,100,EQ,NSE,NSE
518145,2024,664UP31-SG,0.01,100,EQ,NSE,NSE
193901313,757427,665AP33-SG,0.01,100,EQ,NSE,NSE
193901569,757428,665AP34-SG,0.01,100,EQ,NSE,NSE
445185,1739,665AP36-SG,0.01,100,EQ,NSE,NSE
446721,1745,665AP40-SG,0.01,100,EQ,NSE,NSE
478977,1871,665AP41-SG,0.01,100,EQ,NSE,NSE
193743361,756810,665GA35-SG,0.01,100,EQ,NSE,NSE
5735937,22406,665GJ30-SG,0.01,100,EQ,NSE,NSE
193743873,756812,665GJ37-SG,0.01,100,EQ,NSE,NSE
193561601,756100,665HP32-SG,0.01,100,EQ,NSE,NSE
193778433,756947,665IRFC30-N0,0.01,1,EQ,NSE,NSE
351489,1373,665JK30-SG,0.01,100,EQ,NSE,NSE
18433,72,665KA30-SG,0.01,100,EQ,NSE,NSE
391937,1531,665KA35-SG,0.01,100,EQ,NSE,NSE
155905,609,665ML30-SG,0.01,100,EQ,NSE,NSE
5559297,21716,665PN50-SG,0.01,100,EQ,NSE,NSE
449793,1757,665PN50A-SG,0.01,100,EQ,NSE,NSE
444929,1738,665TR35-SG,0.01,100,EQ,NSE,NSE
445953,1742,665TS40-SG,0.01,100,EQ,NSE,NSE
953857,3726,665WB28-SG,0.01,100,EQ,NSE,NSE
5677057,22176,665WB30-SG,0.01,100,EQ,NSE,NSE
476161,1860,666JH34-SG,0.01,100,EQ,NSE,NSE
319489,1248,666KA32-SG,0.01,100,EQ,NSE,NSE
194212353,758642,666NBRD28-N0,0.01,1,EQ,NSE,NSE
194444289,759548,666RJ29-SG,0.01,100,EQ,NSE,NSE
194212865,758644,666SIDBI28-N0,0.01,1,EQ,NSE,NSE
1804801,7050,666TN29-SG,0.01,100,EQ,NSE,NSE
5737729,22413,666TN30-SG,0.01,100,EQ,NSE,NSE
193902081,757430,666TN35-SG,0.01,100,EQ,NSE,NSE
193754625,756854,667AP32-SG,0.01,100,EQ,NSE,NSE
1427713,5577,667GS2035-GS,0.01,1,EQ,NSE,NSE
244737,956,667GS2050-GS,0.01,1,EQ,NSE,NSE
7425,29,667MH31-SG,0.01,100,EQ,NSE,NSE
320257,1251,667MH32-SG,0.01,100,EQ,NSE,NSE
193915649,757483,667NBFID30-N0,0.01,1,EQ,NSE,NSE
22273,87,667RJ30-SG,0.01,100,EQ,NSE,NSE
5652481,22080,667RJ50-SG,0.01,100,EQ,NSE,NSE
5728001,22375,667TN50-SG,0.01,100,EQ,NSE,NSE
392961,1535,667TS50-SG,0.01,100,EQ,NSE,NSE
19457,76,667UK30-SG,0.01,100,EQ,NSE,NSE
5737985,22414,667UP30-SG,0.01,100,EQ,NSE,NSE
193561857,756101,667UP32-SG,0.01,100,EQ,NSE,NSE
352769,1378,668AP33-SG,0.01,100,EQ,NSE,NSE
5747969,22453,668AP35-SG,0.01,100,EQ,NSE,NSE
366593,1432,668AP35A-SG,0.01,100,EQ,NSE,NSE
193901825,757429,668AP35B-SG,0.01,100,EQ,NSE,NSE
5748481,22455,668AP39-SG,0.01,100,EQ,NSE,NSE
5735681,22405,668GA30-SG,0.01,100,EQ,NSE,NSE
193755137,756856,668GJ33-SG,0.01,100,EQ,NSE,NSE
1844481,7205,668GS2031-GS,0.01,1,EQ,NSE,NSE
194719489,760623,668GS2033-GS,0.01,1,EQ,NSE,NSE
194008833,757847,668GS2040-GS,0.01,1,EQ,NSE,NSE
193800961,757035,668HR38-SG,0.01,100,EQ,NSE,NSE
5727489,22373,668HR39-SG,0.01,100,EQ,NSE,NSE
352257,1376,668JH32-SG,0.01,100,EQ,NSE,NSE
367873,1437,668KA36-SG,0.01,100,EQ,NSE,NSE
366081,1430,668MZ31-SG,0.01,100,EQ,NSE,NSE
193737729,756788,668RJ35-SG,0.01,100,EQ,NSE,NSE
5666305,22134,668TN55-SG,0.01,100,EQ,NSE,NSE
23553,92,668UP30-SG,0.01,100,EQ,NSE,NSE
5737217,22411,668WB30-SG,0.01,100,EQ,NSE,NSE
392193,1532,668WB35-SG,0.01,100,EQ,NSE,NSE
193819905,757109,669GJ34-SG,0.01,100,EQ,NSE,NSE
193820161,757110,669GJ35-SG,0.01,100,EQ,NSE,NSE
353025,1379,669KA37-SG,0.01,100,EQ,NSE,NSE
5629953,21992,669MP30-SG,0.01,100,EQ,NSE,NSE
151041,590,669PN30-SG,0.01,100,EQ,NSE,NSE
45825,179,669TN30-SG,0.01,100,EQ,NSE,NSE
5660929,22113,669TN50-SG,0.01,100,EQ,NSE,NSE
423681,1655,669TS40-SG,0.01,100,EQ,NSE,NSE
5726977,22371,669TS50-SG,0.01,100,EQ,NSE,NSE
5656833,22097,669UP30-SG,0.01,100,EQ,NSE,NSE
297729,1163,66AS30-SG,0.01,100,EQ,NSE,NSE
421121,1645,66AS30A-SG,0.01,100,EQ,NSE,NSE
5475585,21389,66GA30-SG,0.01,100,EQ,NSE,NSE
5121,20,66GA30A-SG,0.01,100,EQ,NSE,NSE
5542401,21650,66GJ29-SG,0.01,100,EQ,NSE,NSE
312577,1221,66HP30-SG,0.01,100,EQ,NSE,NSE
499201,1950,66KA37-SG,0.01,100,EQ,NSE,NSE
5615873,21937,66MH31-SG,0.01,100,EQ,NSE,NSE
391169,1528,66ML30-SG,0.01,100,EQ,NSE,NSE
438273,1712,66ML30A-SG,0.01,100,EQ,NSE,NSE
350209,1368,66MN30-SG,0.01,100,EQ,NSE,NSE
5636353,22017,66MZ30-SG,0.01,100,EQ,NSE,NSE
298241,1165,66PN30-SG,0.01,100,EQ,NSE,NSE
4609,18,66RJ30-SG,0.01,100,EQ,NSE,NSE
156417,611,66RJ30A-SG,0.01,100,EQ,NSE,NSE
364033,1422,66RJ30B-SG,0.01,100,EQ,NSE,NSE
439041,1715,66RJ30C-SG,0.01,100,EQ,NSE,NSE
277505,1084,66SK30-SG,0.01,100,EQ,NSE,NSE
5665025,22129,66TN29-SG,0.01,100,EQ,NSE,NSE
5660417,22111,66TN30-SG,0.01,100,EQ,NSE,NSE
474625,1854,66UK31-SG,0.01,100,EQ,NSE,NSE
278017,1086,66UP30-SG,0.01,100,EQ,NSE,NSE
422145,1649,66UP30A-SG,0.01,100,EQ,NSE,NSE
471553,1842,66UP31-SG,0.01,100,EQ,NSE,NSE
440577,1721,66WB30-SG,0.01,100,EQ,NSE,NSE
193979137,757731,670GJ33-SG,0.01,100,EQ,NSE,NSE
194123777,758296,670RECL29-N0,0.01,1,EQ,NSE,NSE
5649921,22070,670RJ50-SG,0.01,100,EQ,NSE,NSE
5664769,22128,670TN50-SG,0.01,100,EQ,NSE,NSE
193755649,756858,671AP35-SG,0.01,100,EQ,NSE,NSE
193801217,757036,671MN40-SG,0.01,100,EQ,NSE,NSE
5651713,22077,671RJ30-SG,0.01,100,EQ,NSE,NSE
1725697,6741,671TN29-SG,0.01,100,EQ,NSE,NSE
193517057,755926,671TN35-SG,0.01,100,EQ,NSE,NSE
193820417,757111,671TN35A-SG,0.01,100,EQ,NSE,NSE
370177,1446,671TS40-SG,0.01,100,EQ,NSE,NSE
5748993,22457,671TS50-SG,0.01,100,EQ,NSE,NSE
369409,1443,671WB40-SG,0.01,100,EQ,NSE,NSE
5353985,20914,672AP28-SG,0.01,100,EQ,NSE,NSE
5353729,20913,672GA30-SG,0.01,100,EQ,NSE,NSE
960001,3750,672GJ30-SG,0.01,100,EQ,NSE,NSE
221953,867,672HR35-SG,0.01,100,EQ,NSE,NSE
298497,1166,672KA33-SG,0.01,100,EQ,NSE,NSE
742657,2901,672KL27-SG,0.01,100,EQ,NSE,NSE
193552129,756063,672MH38-SG,0.01,100,EQ,NSE,NSE
193552641,756065,672MH40-SG,0.01,100,EQ,NSE,NSE
5577217,21786,672PN30-SG,0.01,100,EQ,NSE,NSE
43777,171,672RJ30-SG,0.01,100,EQ,NSE,NSE
107521,420,672TN27-SG,0.01,100,EQ,NSE,NSE
193744385,756814,672TR40-SG,0.01,100,EQ,NSE,NSE
193716481,756705,673HPCL30-N0,0.01,1,EQ,NSE,NSE
5607169,21903,673KL28-SG,0.01,100,EQ,NSE,NSE
5627137,21981,673MP30-SG,0.01,100,EQ,NSE,NSE
194309377,759021,673PFCL27-N0,0.01,1,EQ,NSE,NSE
353793,1382,673PN40-SG,0.01,100,EQ,NSE,NSE
193935361,757560,673RJ35-SG,0.01,100,EQ,NSE,NSE
44289,173,673SK30-SG,0.01,100,EQ,NSE,NSE
5663233,22122,673TN30-SG,0.01,100,EQ,NSE,NSE
321025,1254,673TN40-SG,0.01,100,EQ,NSE,NSE
321537,1256,673TS50-SG,0.01,100,EQ,NSE,NSE
193755905,756859,674AP37-SG,0.01,100,EQ,NSE,NSE
42241,165,674GA30-SG,0.01,100,EQ,NSE,NSE
194263809,758843,674MH29-SG,0.01,100,EQ,NSE,NSE
194555649,759983,674SIDBI29-N0,0.01,1,EQ,NSE,NSE
5660673,22112,674TN50-SG,0.01,100,EQ,NSE,NSE
354817,1386,674TS50-SG,0.01,100,EQ,NSE,NSE
193559553,756092,674UK35-SG,0.01,100,EQ,NSE,NSE
193935617,757561,674UK35A-SG,0.01,100,EQ,NSE,NSE
41217,161,674UP30-SG,0.01,100,EQ,NSE,NSE
193551617,756061,675AS40-SG,0.01,100,EQ,NSE,NSE
1274881,4980,675BR27-SG,0.01,100,EQ,NSE,NSE
7556353,29517,675GJ27-SG,0.01,100,EQ,NSE,NSE
1559809,6093,675GJ29-SG,0.01,100,EQ,NSE,NSE
1171201,4575,675GJ31-SG,0.01,100,EQ,NSE,NSE
7303681,28530,675GS2029-GS,0.01,1,EQ,NSE,NSE
194576129,760063,675HP29-SG,0.01,100,EQ,NSE,NSE
193560065,756094,675HR38-SG,0.01,100,EQ,NSE,NSE
18945,74,675KA33-SG,0.01,100,EQ,NSE,NSE
158209,618,675KA33A-SG,0.01,100,EQ,NSE,NSE
279553,1092,675KA34-SG,0.01,100,EQ,NSE,NSE
257537,1006,675KA35-SG,0.01,100,EQ,NSE,NSE
193552385,756064,675MH39-SG,0.01,100,EQ,NSE,NSE
193560833,756097,675MH40-SG,0.01,100,EQ,NSE,NSE
248065,969,675RJ30-SG,0.01,100,EQ,NSE,NSE
194524929,759863,675RJ30A-SG,0.01,100,EQ,NSE,NSE
817921,3195,675RJ31-SG,0.01,100,EQ,NSE,NSE
193561089,756098,675TR40-SG,0.01,100,EQ,NSE,NSE
193978881,757730,676AS32-SG,0.01,100,EQ,NSE,NSE
593153,2317,676GS2061-GS,0.01,1,EQ,NSE,NSE
193768449,756908,676JK31-SG,0.01,100,EQ,NSE,NSE
193551873,756062,676MH37-SG,0.01,100,EQ,NSE,NSE
24321,95,676MP33-SG,0.01,100,EQ,NSE,NSE
259073,1012,676MP40-SG,0.01,100,EQ,NSE,NSE
224513,877,676PN40-SG,0.01,100,EQ,NSE,NSE
932097,3641,676RJ31-SG,0.01,100,EQ,NSE,NSE
1469953,5742,676TN31-SG,0.01,100,EQ,NSE,NSE
194099457,758201,677AP31-SG,0.01,100,EQ,NSE,NSE
224257,876,677AP38-SG,0.01,100,EQ,NSE,NSE
5740033,22422,677AP40-SG,0.01,100,EQ,NSE,NSE
193820929,757113,677AS40-SG,0.01,100,EQ,NSE,NSE
1338113,5227,677BR28-SG,0.01,100,EQ,NSE,NSE
193820673,757112,677HR39-SG,0.01,100,EQ,NSE,NSE
5739777,22421,677KA33-SG,0.01,100,EQ,NSE,NSE
8961,35,677KA34-SG,0.01,100,EQ,NSE,NSE
193890817,757386,677KL37-SG,0.01,100,EQ,NSE,NSE
194536193,759907,677MH30-SG,0.01,100,EQ,NSE,NSE
193559809,756093,677MH37-SG,0.01,100,EQ,NSE,NSE
193560321,756095,677MH38-SG,0.01,100,EQ,NSE,NSE
193757185,756864,677MP37-SG,0.01,100,EQ,NSE,NSE
193757441,756865,677MP39-SG,0.01,100,EQ,NSE,NSE
194346241,759165,677OR29-SG,0.01,100,EQ,NSE,NSE
193561345,756099,677PN43-SG,0.01,100,EQ,NSE,NSE
898817,3511,677RJ31-SG,0.01,100,EQ,NSE,NSE
1470209,5743,677RJ31A-SG,0.01,100,EQ,NSE,NSE
194329857,759101,677TCL28-N0,0.01,1,EQ,NSE,NSE
194630145,760274,677TN29-SG,0.01,100,EQ,NSE,NSE
861185,3364,677TN31-SG,0.01,100,EQ,NSE,NSE
193821185,757114,677TN40-SG,0.01,100,EQ,NSE,NSE
10753,42,677WB40-SG,0.01,100,EQ,NSE,NSE
193768705,756909,678AP33-SG,0.01,100,EQ,NSE,NSE
193890561,757385,678AP37-SG,0.01,100,EQ,NSE,NSE
818177,3196,678AP38-SG,0.01,100,EQ,NSE,NSE
819201,3200,678AP39-SG,0.01,100,EQ,NSE,NSE
1171969,4578,678GA31-SG,0.01,100,EQ,NSE,NSE
193620737,756331,678IRFC30-N0,0.01,1,EQ,NSE,NSE
830465,3244,678JK33-SG,0.01,100,EQ,NSE,NSE
46593,182,678KA32-SG,0.01,100,EQ,NSE,NSE
935681,3655,678KL31-SG,0.01,100,EQ,NSE,NSE
193757697,756866,678KL40-SG,0.01,100,EQ,NSE,NSE
193562369,756103,678KL46-SG,0.01,100,EQ,NSE,NSE
936705,3659,678MH31-SG,0.01,100,EQ,NSE,NSE
47361,185,678MH32-SG,0.01,100,EQ,NSE,NSE
193560577,756096,678MH39-SG,0.01,100,EQ,NSE,NSE
845825,3304,678MN31-SG,0.01,100,EQ,NSE,NSE
5648129,22063,678RJ30-SG,0.01,100,EQ,NSE,NSE
829697,3241,678RJ31-SG,0.01,100,EQ,NSE,NSE
863489,3373,678RJ31A-SG,0.01,100,EQ,NSE,NSE
193562625,756104,678RJ47-SG,0.01,100,EQ,NSE,NSE
932609,3643,678SK31-SG,0.01,100,EQ,NSE,NSE
224769,878,678TS50-SG,0.01,100,EQ,NSE,NSE
299265,1169,678WB35-SG,0.01,100,EQ,NSE,NSE
257025,1004,679AP34-SG,0.01,100,EQ,NSE,NSE
193767937,756906,679AP34A-SG,0.01,100,EQ,NSE,NSE
193756929,756863,679AP36-SG,0.01,100,EQ,NSE,NSE
193757953,756867,679AS45-SG,0.01,100,EQ,NSE,NSE
1843713,7202,679GS2027-GS,0.01,1,EQ,NSE,NSE
1841921,7195,679GS2029-GS,0.01,1,EQ,NSE,NSE
7396865,28894,679GS2031-GS,0.01,1,EQ,NSE,NSE
6588417,25736,679GS2034-GS,0.01,1,EQ,NSE,NSE
6981889,27273,679GS2034A-GS,0.01,1,EQ,NSE,NSE
193562113,756102,679HP34-SG,0.01,100,EQ,NSE,NSE
194897665,761319,679HR30-SG,0.01,100,EQ,NSE,NSE
900353,3517,679HR31-SG,0.01,100,EQ,NSE,NSE
5678593,22182,679JK30-SG,0.01,100,EQ,NSE,NSE
8193,32,679MP33-SG,0.01,100,EQ,NSE,NSE
280321,1095,679MP40-SG,0.01,100,EQ,NSE,NSE
257793,1007,679PN35-SG,0.01,100,EQ,NSE,NSE
193756161,756860,679PN45-SG,0.01,100,EQ,NSE,NSE
193717505,756709,679TN55-SG,0.01,100,EQ,NSE,NSE
193562881,756105,679TS52-SG,0.01,100,EQ,NSE,NSE
193756417,756861,679TS53-SG,0.01,100,EQ,NSE,NSE
193717761,756710,679TS56-SG,0.01,100,EQ,NSE,NSE
1248513,4877,679WB28-SG,0.01,100,EQ,NSE,NSE
1368065,5344,679WB28A-SG,0.01,100,EQ,NSE,NSE
607745,2374,67AS27-SG,0.01,100,EQ,NSE,NSE
42753,167,67GJ30-SG,0.01,100,EQ,NSE,NSE
6657,26,67HR30-SG,0.01,100,EQ,NSE,NSE
193744129,756813,67HR39-SG,0.01,100,EQ,NSE,NSE
5889,23,67JK30-SG,0.01,100,EQ,NSE,NSE
320769,1253,67JK32-SG,0.01,100,EQ,NSE,NSE
43521,170,67KA30-SG,0.01,100,EQ,NSE,NSE
5610497,21916,67KL27-SG,0.01,100,EQ,NSE,NSE
40449,158,67MH28-SG,0.01,100,EQ,NSE,NSE
21249,83,67ML30-SG,0.01,100,EQ,NSE,NSE
22017,86,67NL30-SG,0.01,100,EQ,NSE,NSE
5560065,21719,67PN30-SG,0.01,100,EQ,NSE,NSE
5748737,22456,67PN40-SG,0.01,100,EQ,NSE,NSE
193559297,756091,67RJ35-SG,0.01,100,EQ,NSE,NSE
22785,89,67TR30-SG,0.01,100,EQ,NSE,NSE
193979393,757732,680AP35-SG,0.01,100,EQ,NSE,NSE
194024961,757910,680GJ34-SG,0.01,100,EQ,NSE,NSE
193790977,756996,680NHB32-N0,0.01,1,EQ,NSE,NSE
193979905,757734,680RJ35-SG,0.01,100,EQ,NSE,NSE
193980161,757735,680TN35-SG,0.01,100,EQ,NSE,NSE
193498625,755854,681HR39-SG,0.01,100,EQ,NSE,NSE
1172737,4581,681KL31-SG,0.01,100,EQ,NSE,NSE
109313,427,681MH28-SG,0.01,100,EQ,NSE,NSE
948225,3704,681MH31-SG,0.01,100,EQ,NSE,NSE
961281,3755,681PN31-SG,0.01,100,EQ,NSE,NSE
194026241,757915,681RL36-N0,0.01,1,EQ,NSE,NSE
300033,1172,681TR35-SG,0.01,100,EQ,NSE,NSE
193890305,757384,682AP36-SG,0.01,100,EQ,NSE,NSE
1286657,5026,682BR28-SG,0.01,100,EQ,NSE,NSE
1275905,4984,682CG28-SG,0.01,100,EQ,NSE,NSE
6611969,25828,682GJ27-SG,0.01,100,EQ,NSE,NSE
788993,3082,682JH34-SG,0.01,100,EQ,NSE,NSE
787713,3077,682KL32-SG,0.01,100,EQ,NSE,NSE
789249,3083,682KL35-SG,0.01,100,EQ,NSE,NSE
864257,3376,682MH32-SG,0.01,100,EQ,NSE,NSE
828929,3238,682ML31-SG,0.01,100,EQ,NSE,NSE
789761,3085,682PN36-SG,0.01,100,EQ,NSE,NSE
834305,3259,682RJ31-SG,0.01,100,EQ,NSE,NSE
194025729,757913,682TN35-SG,0.01,100,EQ,NSE,NSE
193931777,757546,682TN36-SG,0.01,100,EQ,NSE,NSE
193755393,756857,683AP34-SG,0.01,100,EQ,NSE,NSE
1803009,7043,683BR30-SG,0.01,100,EQ,NSE,NSE
1505793,5882,683GA31-SG,0.01,100,EQ,NSE,NSE
76033,297,683GJ30-SG,0.01,100,EQ,NSE,NSE
1775361,6935,683GS2039-GS,0.01,1,EQ,NSE,NSE
